text,label
Обращаюсь с просьбой: Прошу направить специалиста для проверки состояния отопления в квартире. Необходимо подать документы на оформление паспорта и узнать список требований. Прошу назначить дату проверки вентиляции в здании детского сада. Прошу выслать бланк заявления для оформления парковочного разрешения. Прошу зарегистрировать заявление на благоустройство территории около дома. Прошу принять меры и сообщить о результатах.,запрос услуги
"Жители нашего дома отмечают, что Сколько времени занимает рассмотрение обращения в местной администрации? Куда обращаться, если в квартире протекает крыша и кто должен ремонтировать? Подскажите, пожалуйста, как записаться к врачу через портал госуслуг? Прошу зарегистрировать обращение и направить специалиста.",вопрос
"Жители нашего дома отмечают, что Куда обращаться, если в квартире протекает крыша и кто должен ремонтировать? Какие основания для переоформления прописки и куда подавать заявление? Сколько времени занимает рассмотрение обращения в местной администрации? Как проверить очередь на получение социальной помощи в своём районе?",вопрос
Прошу обратить внимание: Хочу подать заявление на установку счётчика воды по новому адресу. Прошу записать на приём в администрацию для подачи документов на субсидию. Хочу подать заявление на замену электросчётчика и прошу назначить выезд специалиста. Прошу выдать дубликат свидетельства о рождении в связи с утратой оригинала.,запрос услуги
"Прошу зарегистрировать заявление о замене холодной воды из-за частых протечек. Прошу направить специалиста для проверки состояния отопления в квартире. Прошу записать на приём в администрацию для подачи документов на субсидию. Необходимо оформить временную прописку, прошу разъяснить процедуру и сроки.",запрос услуги
Обращаюсь с просьбой: Как узнать дату планового отключения электроэнергии в районе? Какие контакты службы поддержки по вопросам транспорта доступны? Где можно получить справку о составе семьи и какие сроки выдачи?,вопрос
Можно внедрить информационные стенды с графиками работы служб. Можно сделать выездную проверку для пожилых людей на дому — удобно и эффективно. Было бы полезно организовать ночной патруль для повышения безопасности. Предлагаю ввести дополнительные вечерние рейсы общественного транспорта по случаю мероприятий. Предлагаю увеличить количество мест для парковки рядом с детскими садами.,предложение
В нашем районе Можно ли изменить адрес доставки корреспонденции и как это сделать? Как проверить очередь на получение социальной помощи в своём районе? Какие основания для переоформления прописки и куда подавать заявление? Прошу зарегистрировать обращение и направить специалиста.,вопрос
"Жители нашего дома отмечают, что Прошу зарегистрировать заявление о замене холодной воды из-за частых протечек. Необходимо подать документы на оформление паспорта и узнать список требований. Хочу получить направление на медицинскую комиссию для оформления льготы. Прошу направить специалиста для проверки состояния отопления в квартире.",запрос услуги
Прошу обратить внимание: Сколько времени занимает рассмотрение обращения в местной администрации? Как получить информацию о графике вывоза крупногабаритного мусора? Можно ли получить консультацию по оформлению субсидии по месту жительства? Кто выдаёт разрешение на установку вывесок и какие документы нужны? Прошу рассмотреть данную ситуацию и принять меры.,вопрос
В нашем районе Предлагаю закрепить за двором ответственного волонтёра для срочных обращений. Стоит рассмотреть установку пандусов у входов в общественные здания. Предлагаю увеличить количество мест для парковки рядом с детскими садами. Было бы удобно организовать расписание вывоза мусора в мобильном приложении.,предложение
"Жители нашего дома отмечают, что Какие меры предусмотрены для экстренной помощи при отключении горячей воды? К кому обратиться по вопросу замены электросчётчика в квартире? Какие действия предпринять при обнаружении просадки грунта около дома? Какие документы нужны для оформления льготы на оплату коммунальных услуг? Буду благодарен за скорейший ответ.",вопрос
"Обращаюсь с просьбой: Предлагаю увеличить количество мест для парковки рядом с детскими садами. Предлагаю установить дополнительные скамейки возле детской площадки, чтобы родители могли сидеть. Можно организовать мастер-классы для школьников по безопасности на дорогах. Можно внедрить информационные стенды с графиками работы служб. Предлагаю организовать регулярные субботники с участием жителей и администрации. Ожидаю вашего ответа в ближайшее время.",предложение
Обращаюсь с просьбой: Как получить информацию о графике вывоза крупногабаритного мусора? Какие контакты службы поддержки по вопросам транспорта доступны? Как подать жалобу на управляющую компанию и какие документы приложить?,вопрос
В нашем районе Рекомендую установить дополнительные фонари в тёмных местах двора. Можно организовать мастер-классы для школьников по безопасности на дорогах. Стоит рассмотреть установку пандусов у входов в общественные здания. Можно обустроить велодорожку вдоль парка — это повысит безопасность велосипедистов. Прошу рассмотреть данную ситуацию и принять меры.,предложение
В нашем районе Можно внедрить информационные стенды с графиками работы служб. Предлагаю ввести дополнительные вечерние рейсы общественного транспорта по случаю мероприятий. Стоит продумать систему вознаграждений за помощь в благоустройстве района. Прошу зарегистрировать обращение и направить специалиста.,предложение
"Прошу обратить внимание: Стоит продумать систему освещения с датчиками движения во дворах. Стоит продумать систему вознаграждений за помощь в благоустройстве района. Предлагаю установить дополнительные скамейки возле детской площадки, чтобы родители могли сидеть. Прошу принять меры и сообщить о результатах.",предложение
"Хочу подать заявление на установку счётчика воды по новому адресу. Хочу подать заявление на замену электросчётчика и прошу назначить выезд специалиста. Необходимо оформить пособие по уходу за ребёнком, прошу сообщить порядок и список документов. Прошу зарегистрировать заявление о замене холодной воды из-за частых протечек. Прошу направить специалиста для проверки состояния отопления в квартире. Прошу рассмотреть данную ситуацию и принять меры.",запрос услуги
"Как узнать дату планового отключения электроэнергии в районе? Куда обращаться, если в квартире протекает крыша и кто должен ремонтировать? Какова процедура регистрации ребёнка в детский сад в нашем районе? Подскажите, пожалуйста, как записаться к врачу через портал госуслуг? Можно ли получить консультацию по оформлению субсидии по месту жительства?",вопрос
"Прошу обратить внимание: В поликлинике долгое ожидание по записи, пациенты стоят в очереди часами. Пожилым жильцам и мамам с колясками тяжело подниматься пешком. Отсутствие дорожной разметки создаёт аварийные ситуации каждое утро. На остановке давно не работает расписание, люди приходят в неудобное время. Мусор не вывозят по графику, контейнеры переполнены и воняют.",жалоба
Хочу подать заявление на замену электросчётчика и прошу назначить выезд специалиста. Прошу записать на приём в администрацию для подачи документов на субсидию. Прошу выслать бланк заявления для оформления парковочного разрешения. Прошу выдать справку о доходах для налоговой инспекции за прошлый год. Прошу оформить справку о составе семьи для предоставления в образовательное учреждение.,запрос услуги
"Прошу обратить внимание: Предлагаю установить дополнительные скамейки возле детской площадки, чтобы родители могли сидеть. Было бы удобно организовать расписание вывоза мусора в мобильном приложении. Можно поставить автоматы с питьевой водой возле спортивных площадок. Предлагаю увеличить количество мест для парковки рядом с детскими садами.",предложение
"Обращаюсь с просьбой: Прошу выдать справку о доходах для налоговой инспекции за прошлый год. Хочу подать заявление на замену электросчётчика и прошу назначить выезд специалиста. Прошу выслать бланк заявления для оформления парковочного разрешения. Необходимо оформить временную прописку, прошу разъяснить процедуру и сроки. Ожидаю вашего ответа в ближайшее время.",запрос услуги
"Прошу обратить внимание: Прошу выслать бланк заявления для оформления парковочного разрешения. Прошу зарегистрировать заявление о замене холодной воды из-за частых протечек. Необходимо оформить пособие по уходу за ребёнком, прошу сообщить порядок и список документов. Прошу зарегистрировать обращение о замене уличного светильника и выслать номер заявки. Хочу подать заявку на подключение к программе льготного parkovka для инвалидов. Прошу зарегистрировать обращение и направить специалиста.",запрос услуги
"В нашем районе Как получить информацию о графике вывоза крупногабаритного мусора? Как подать жалобу на управляющую компанию и какие документы приложить? Куда можно обратиться, если требуется медицинская справка для работы? Прошу принять меры и сообщить о результатах.",вопрос
"Прошу обратить внимание: Где можно получить справку о составе семьи и какие сроки выдачи? Можно ли получить консультацию по оформлению субсидии по месту жительства? Подскажите, пожалуйста, как записаться к врачу через портал госуслуг? Можно ли изменить адрес доставки корреспонденции и как это сделать? Какие основания для переоформления прописки и куда подавать заявление? Прошу зарегистрировать обращение и направить специалиста.",вопрос
"Прошу обратить внимание: В поликлинике долгое ожидание по записи, пациенты стоят в очереди часами. Мы неоднократно обращались в управляющую компанию, но реакции нет. Дворник не выполняет свои обязанности, вокруг дома валяются листья и мусор.",жалоба
В нашем районе Рекомендую установить дополнительные фонари в тёмных местах двора. Стоит продумать систему вознаграждений за помощь в благоустройстве района. Можно обустроить велодорожку вдоль парка — это повысит безопасность велосипедистов.,предложение
"Прошу записать на приём в администрацию для подачи документов на субсидию. Нужно зарегистрировать адрес проживания после переезда, прошу подсказать список документов. Прошу выдать справку о доходах для налоговой инспекции за прошлый год.",запрос услуги
"Прошу обратить внимание: Асфальт на дороге разбит, колёса автомобилей постоянно пробивают колесо. В поликлинике долгое ожидание по записи, пациенты стоят в очереди часами. После дождя дорожки во дворе превращаются в грязное месиво, пройти невозможно.",жалоба
Сколько времени занимает рассмотрение обращения в местной администрации? Какие меры предусмотрены для экстренной помощи при отключении горячей воды? Какие действия предпринять при обнаружении просадки грунта около дома? Как подать жалобу на управляющую компанию и какие документы приложить? Прошу зарегистрировать обращение и направить специалиста.,вопрос
Прошу обратить внимание: Хочу подать заявку на подключение к программе льготного parkovka для инвалидов. Прошу выдать справку о доходах для налоговой инспекции за прошлый год. Хочу оформить компенсацию расходов на установку пандуса для входа в дом. Прошу зарегистрировать обращение о замене уличного светильника и выслать номер заявки. Хочу получить направление на медицинскую комиссию для оформления льготы. Буду благодарен за скорейший ответ.,запрос услуги
"В нашем районе Необходимо оформить временную прописку, прошу разъяснить процедуру и сроки. Прошу зарегистрировать заявление о замене холодной воды из-за частых протечек. Хочу подать заявку на подключение к программе льготного parkovka для инвалидов. Прошу выдать справку о доходах для налоговой инспекции за прошлый год. Прошу зарегистрировать обращение и направить специалиста.",запрос услуги
"В нашем районе Куда обращаться, если в квартире протекает крыша и кто должен ремонтировать? Как узнать дату планового отключения электроэнергии в районе? Какие основания для переоформления прописки и куда подавать заявление? Буду благодарен за скорейший ответ.",вопрос
"Жители нашего дома отмечают, что Какие действия предпринять при обнаружении просадки грунта около дома? Как подать жалобу на управляющую компанию и какие документы приложить? Кто выдаёт разрешение на установку вывесок и какие документы нужны? Какова процедура регистрации ребёнка в детский сад в нашем районе? Куда можно обратиться, если требуется медицинская справка для работы?",вопрос
"В нашем районе Детская площадка в запущенном состоянии: сломаны качели и порвано покрытие. Порывы холодного воздуха из отопительных приборов, батареи не прогреваются. На остановке давно не работает расписание, люди приходят в неудобное время. Асфальт на дороге разбит, колёса автомобилей постоянно пробивают колесо. Ожидаю вашего ответа в ближайшее время.",жалоба
Прошу оформить справку о составе семьи для предоставления в образовательное учреждение. Хочу подать заявление на замену электросчётчика и прошу назначить выезд специалиста. Прошу зарегистрировать обращение о замене уличного светильника и выслать номер заявки.,запрос услуги
"Прошу обратить внимание: Порывы холодного воздуха из отопительных приборов, батареи не прогреваются. В офисе социальной службы меня направили по другому адресу, пришлось ездить несколько раз. После дождя дорожки во дворе превращаются в грязное месиво, пройти невозможно. Уже несколько недель не работает лифт в нашем доме. Пожилым жильцам и мамам с колясками тяжело подниматься пешком.",жалоба
"Необходимо оформить временную прописку, прошу разъяснить процедуру и сроки. Прошу оформить справку о составе семьи для предоставления в образовательное учреждение. Прошу назначить дату проверки вентиляции в здании детского сада.",запрос услуги
"Ночью во дворе полностью отсутствует уличное освещение, это опасно. В подъезде постоянно течёт потолок после недавнего дождя. В офисе социальной службы меня направили по другому адресу, пришлось ездить несколько раз. На остановке давно не работает расписание, люди приходят в неудобное время. Мусор не вывозят по графику, контейнеры переполнены и воняют.",жалоба
Предлагаю ввести дополнительные вечерние рейсы общественного транспорта по случаю мероприятий. Было бы полезно повесить таблички с правилами раздельного сбора мусора. Предлагаю увеличить количество мест для парковки рядом с детскими садами. Стоит продумать систему вознаграждений за помощь в благоустройстве района. Можно сделать выездную проверку для пожилых людей на дому — удобно и эффективно.,предложение
"В подъезде не работают дверные замки, подрядчик не пришёл на ремонт. После дождя дорожки во дворе превращаются в грязное месиво, пройти невозможно. Мы неоднократно обращались в управляющую компанию, но реакции нет.",жалоба
"Жители нашего дома отмечают, что Прошу направить специалиста для проверки состояния отопления в квартире. Прошу назначить дату проверки вентиляции в здании детского сада. Нужно зарегистрировать адрес проживания после переезда, прошу подсказать список документов.",запрос услуги
"Жители нашего дома отмечают, что Предлагаю установить дополнительные скамейки возле детской площадки, чтобы родители могли сидеть. Предлагаю закрепить за двором ответственного волонтёра для срочных обращений. Рекомендую установить крышу над остановкой, чтобы можно было укрыться от дождя.",предложение
Обращаюсь с просьбой: Хочу оформить компенсацию расходов на установку пандуса для входа в дом. Прошу записать на приём в администрацию для подачи документов на субсидию. Прошу зарегистрировать обращение о замене уличного светильника и выслать номер заявки. Необходимо оформить разрешение на временную торговлю в рамках мероприятия. Прошу зарегистрировать обращение и направить специалиста.,запрос услуги
"В нашем районе В офисе социальной службы меня направили по другому адресу, пришлось ездить несколько раз. Пожилым жильцам и мамам с колясками тяжело подниматься пешком. Громкая музыка и шум по ночам мешают спать жильцам многоэтажки. После дождя дорожки во дворе превращаются в грязное месиво, пройти невозможно. Почтовые извещения не доходят, многие жители не получили важные письма.",жалоба
Обращаюсь с просьбой: Прошу зарегистрировать заявление на благоустройство территории около дома. Необходимо оформить разрешение на временную торговлю в рамках мероприятия. Хочу получить направление на медицинскую комиссию для оформления льготы.,запрос услуги
"Прошу обратить внимание: Какие документы нужны для оформления льготы на оплату коммунальных услуг? Подскажите, пожалуйста, как записаться к врачу через портал госуслуг? Кто выдаёт разрешение на установку вывесок и какие документы нужны? Где можно получить справку о составе семьи и какие сроки выдачи?",вопрос
"Прошу обратить внимание: Подскажите, пожалуйста, как записаться к врачу через портал госуслуг? Можно ли подать заявление на ремонт дороги онлайн и какие шаги нужны? Какова процедура регистрации ребёнка в детский сад в нашем районе? Прошу зарегистрировать обращение и направить специалиста.",вопрос
Обращаюсь с просьбой: Предлагаю увеличить количество мест для парковки рядом с детскими садами. Стоит продумать систему вознаграждений за помощь в благоустройстве района. Можно обустроить велодорожку вдоль парка — это повысит безопасность велосипедистов.,предложение
"Прошу обратить внимание: Подскажите, пожалуйста, как записаться к врачу через портал госуслуг? Сколько времени занимает рассмотрение обращения в местной администрации? К кому обратиться по вопросу замены электросчётчика в квартире? Прошу принять меры и сообщить о результатах.",вопрос
"Жители нашего дома отмечают, что Кто выдаёт разрешение на установку вывесок и какие документы нужны? Какие контакты службы поддержки по вопросам транспорта доступны? Какие основания для переоформления прописки и куда подавать заявление? Какие меры предусмотрены для экстренной помощи при отключении горячей воды? Как узнать дату планового отключения электроэнергии в районе?",вопрос
"Жители нашего дома отмечают, что Куда можно обратиться, если требуется медицинская справка для работы? Как узнать дату планового отключения электроэнергии в районе? Кто выдаёт разрешение на установку вывесок и какие документы нужны? Какова процедура регистрации ребёнка в детский сад в нашем районе? Куда обращаться, если в квартире протекает крыша и кто должен ремонтировать? Прошу зарегистрировать обращение и направить специалиста.",вопрос
В нашем районе Прошу выдать дубликат свидетельства о рождении в связи с утратой оригинала. Прошу выслать бланк заявления для оформления парковочного разрешения. Необходимо оформить разрешение на временную торговлю в рамках мероприятия. Хочу подать заявку на подключение к программе льготного parkovka для инвалидов.,запрос услуги
Обращаюсь с просьбой: Было бы полезно повесить таблички с правилами раздельного сбора мусора. Предлагаю закрепить за двором ответственного волонтёра для срочных обращений. Можно обустроить велодорожку вдоль парка — это повысит безопасность велосипедистов.,предложение
"Жители нашего дома отмечают, что Стоит продумать систему освещения с датчиками движения во дворах. Предлагаю закрепить за двором ответственного волонтёра для срочных обращений. Можно организовать мастер-классы для школьников по безопасности на дорогах.",предложение
"После дождя дорожки во дворе превращаются в грязное месиво, пройти невозможно. В поликлинике долгое ожидание по записи, пациенты стоят в очереди часами. В подъезде не работают дверные замки, подрядчик не пришёл на ремонт. Почтовые извещения не доходят, многие жители не получили важные письма. В подъезде постоянно течёт потолок после недавнего дождя. Прошу зарегистрировать обращение и направить специалиста.",жалоба
В нашем районе Происходят постоянные перебои с горячей водой в нашем доме. Уже несколько недель не работает лифт в нашем доме. В подъезде постоянно течёт потолок после недавнего дождя. Отсутствие дорожной разметки создаёт аварийные ситуации каждое утро.,жалоба
"Обращаюсь с просьбой: Необходимо оформить пособие по уходу за ребёнком, прошу сообщить порядок и список документов. Прошу зарегистрировать обращение о замене уличного светильника и выслать номер заявки. Хочу подать заявление на установку счётчика воды по новому адресу. Буду благодарен за скорейший ответ.",запрос услуги
В нашем районе Хочу получить направление на медицинскую комиссию для оформления льготы. Хочу оформить компенсацию расходов на установку пандуса для входа в дом. Хочу подать заявку на подключение к программе льготного parkovka для инвалидов.,запрос услуги
Обращаюсь с просьбой: Хочу подать заявление на установку счётчика воды по новому адресу. Прошу выдать дубликат свидетельства о рождении в связи с утратой оригинала. Прошу записать на приём в администрацию для подачи документов на субсидию.,запрос услуги
"Жители нашего дома отмечают, что Прошу записать на приём в администрацию для подачи документов на субсидию. Прошу выдать справку о доходах для налоговой инспекции за прошлый год. Прошу зарегистрировать обращение о замене уличного светильника и выслать номер заявки.",запрос услуги
"Как подать жалобу на управляющую компанию и какие документы приложить? Какова процедура регистрации ребёнка в детский сад в нашем районе? Куда можно обратиться, если требуется медицинская справка для работы? Где можно получить справку о составе семьи и какие сроки выдачи? Можно ли получить консультацию по оформлению субсидии по месту жительства?",вопрос
Прошу обратить внимание: Предлагаю увеличить количество мест для парковки рядом с детскими садами. Было бы удобно организовать расписание вывоза мусора в мобильном приложении. Можно обустроить велодорожку вдоль парка — это повысит безопасность велосипедистов.,предложение
"Прошу обратить внимание: Предлагаю закрепить за двором ответственного волонтёра для срочных обращений. Предлагаю организовать регулярные субботники с участием жителей и администрации. Было бы полезно повесить таблички с правилами раздельного сбора мусора. Предлагаю установить дополнительные скамейки возле детской площадки, чтобы родители могли сидеть.",предложение
"Прошу обратить внимание: Рекомендую установить крышу над остановкой, чтобы можно было укрыться от дождя. Было бы удобно организовать расписание вывоза мусора в мобильном приложении. Предлагаю ввести дополнительные вечерние рейсы общественного транспорта по случаю мероприятий. Можно внедрить информационные стенды с графиками работы служб. Хорошая идея — провести опрос жителей о благоустройстве и учесть приоритеты.",предложение
В нашем районе Кто выдаёт разрешение на установку вывесок и какие документы нужны? Как проверить очередь на получение социальной помощи в своём районе? Как получить информацию о графике вывоза крупногабаритного мусора? Какие действия предпринять при обнаружении просадки грунта около дома? Как подать жалобу на управляющую компанию и какие документы приложить? Буду благодарен за скорейший ответ.,вопрос
"Жители нашего дома отмечают, что В подъезде не работают дверные замки, подрядчик не пришёл на ремонт. Отсутствие дорожной разметки создаёт аварийные ситуации каждое утро. Ночью во дворе полностью отсутствует уличное освещение, это опасно. Прошу рассмотреть данную ситуацию и принять меры.",жалоба
В нашем районе Можно ли изменить адрес доставки корреспонденции и как это сделать? Можно ли получить консультацию по оформлению субсидии по месту жительства? Какова процедура регистрации ребёнка в детский сад в нашем районе? Сколько времени занимает рассмотрение обращения в местной администрации?,вопрос
"Обращаюсь с просьбой: В подъезде не работают дверные замки, подрядчик не пришёл на ремонт. В подъезде постоянно течёт потолок после недавнего дождя. Мусор не вывозят по графику, контейнеры переполнены и воняют. На остановке давно не работает расписание, люди приходят в неудобное время.",жалоба
"Прошу обратить внимание: Мы неоднократно обращались в управляющую компанию, но реакции нет. Порывы холодного воздуха из отопительных приборов, батареи не прогреваются. Мусор не вывозят по графику, контейнеры переполнены и воняют. Пожилым жильцам и мамам с колясками тяжело подниматься пешком.",жалоба
"Хочу подать заявление на установку счётчика воды по новому адресу. Хочу подать заявление на замену электросчётчика и прошу назначить выезд специалиста. Прошу зарегистрировать заявление о замене холодной воды из-за частых протечек. Прошу назначить дату проверки вентиляции в здании детского сада. Нужно зарегистрировать адрес проживания после переезда, прошу подсказать список документов.",запрос услуги
"Прошу обратить внимание: Нужно зарегистрировать адрес проживания после переезда, прошу подсказать список документов. Хочу подать заявку на подключение к программе льготного parkovka для инвалидов. Необходимо подать документы на оформление паспорта и узнать список требований. Прошу выдать справку о доходах для налоговой инспекции за прошлый год. Ожидаю вашего ответа в ближайшее время.",запрос услуги
